,Categorie,town,Pourcentage Raised,Creation Date,NumberDonors,Duration in days,Short_description,Amount collected ,Amount targeted,MeanDonation,categoryNumeric,townNumeric,size
72,Funerals & Memorials,Ballancourt-sur-Essonne,35.0,2022-01-17,1,13,"['Vinette', 'NOUMBISSI', 'Memorial', 'FundRead']",175.0,500.0,175.0,2,95,1
73,Funerals & Memorials,Noisy-le-Sec,7.2,2022-01-03,7,27,"['rendre', 'dernier', 'hommage', 'notre', 'notre', 'grand-père', 'MATETE', 'organisons', 'cette', 'collecte', 'ligne.Read']",215.0,3000.0,30.714285714285715,2,96,3
74,Funerals & Memorials,Mougins,36.1,2021-11-27,6,64,"['Bonjour', 'avons', 'appris', 'décés', 'Weetax', 'transmettons', 'evidemment', 'toutes', 'condoléances', 'famille', 'ainsi', 'proches', 'place', 'cette', 'cagnotte', 'soutenir', 'Weetax', 'cette', 'terrible', 'epreuve', 'participation', ""n'est"", 'evidemment', 'obligatoire', ""l'objectif"", 'joueur', 'evidemment', 'mettez', 'somme', 'souhaitez', 'Merci']",65.0,180.0,10.833333333333334,2,97,1
75,Funerals & Memorials,Sèvremoine,23.0,2021-12-17,5,44,"['cousine', 'suivit', 'partie', 'voulais', 'jeunesse', 'laisse', 'ferons', 'repose', 'paixRead']",230.0,1000.0,46.0,2,98,2
76,Funerals & Memorials,Bezons,5.8,2022-01-07,4,23,"['Parce', ""qu'enterrer"", 'parent', ""n'est"", 'facile', 'moralement', 'comme', 'financièrement', 'propose', 'chacun', 'accompagner', 'dernière', 'demeure', 'belle', 'façons']",175.0,3000.0,43.75,2,100,3
77,Funerals & Memorials,Cannes,100.0,2021-12-26,3,35,"['best-friend', 'killed', 'their-self', 'would', 'friend', 'afterlife', 'Thanks.This', 'about', 'money', 'prayers', 'friend', 'deserved', 'everything.All', 'money', 'suicide', 'prevention', 'charities', 'precious', 'lives', 'saved.', 'friend', 'super', 'intelligent', 'everybody', 'potential.Please', 'share', 'https', '//gofund.me/eea77d84', 'everybody', 'collecting', 'prayers', 'friend', 'enjoys', 'their', 'afterlife.Read']",21.0,1.0,7.0,2,101,1
78,Funerals & Memorials,Émerchicourt,1.0,2021-11-20,2,71,"['Bonjour', 'pouvez', 'donner', 'pouce', 'aider', 'financer', 'obsèques', 'cette', 'personne', 'décéder', 'plaît', '.Cordialement']",10.0,2500.0,5.0,2,102,2
79,Funerals & Memorials,Sarcelles,1.0,2021-11-18,1,73,"['bonne', 'volonté', ""d'aider"", 'fille', 'unique', 'Valérie', 'décédé']",20.0,3000.0,20.0,2,104,3
80,Funerals & Memorials,Versigny,1.0,2021-10-30,1,92,"['Bonjour', 'faisons', 'appelle', 'votre', 'humanité', 'suite', 'décès', 'brutal', 'notre', 'voisin', 'Hirson', 'Louis', ""n'avait"", 'aucune', 'famille', 'aucune', 'assurance', ""d'économie"", ""C'est"", 'pourquoi', 'faisons', 'appelle', 'votre', 'générosité', 'offrir', 'enterrement', 'comme', 'doit.Read']",10.0,3000.0,10.0,2,105,3
81,Funerals & Memorials,Le Mans,1.0,2022-01-13,0,17,"['Notre', 'quitté', 'brutalement', 'octobre', '16ans', 'manque', 'terriblement', 'départ', 'laissé', 'immense', 'coeur', 'était', 'adolescente', 'généreuse', 'avait', 'toujours', 'était', 'toujours', 'prête', 'aider', 'autres.Nous', 'aimerions', 'rendre', 'dernier', 'hommage', 'notre', 'chère', 'investissant', 'belle', 'pierre', 'tombale', 'honorer', 'mémoire.Nous', 'avons', 'décidé', 'ouvrir', 'cette', 'cagnotte', 'ligne', 'souhaitent', 'puissent', 'participer', 'donnant', 'petit', 'quelque', 'chose', 'bienvenus', 'somme', 'récoltée', 'reversée', 'construction', 'pierre', 'tombale', 'prévu', 'cette', 'année.Merci', 'énormément', 'votre', 'participation❤️Read']",0.0,1000.0,0.0,2,107,2
82,Funerals & Memorials,Saint-Fort-sur-le-Né,1.0,2022-01-09,0,21,"['Bonjour', ""m'appelle"", 'melody', 'perdu', 'malade', 'retraite', 'depuis', 'demander', 'capital', 'décès', 'arret', 'maladie', 'depuis', 'janvier', 'rupture', 'coiffe', 'metier', ""d'imprimerie"", 'chirurgien', 'avait', 'lettre', 'medecin', 'conseil', 'refusé', 'sujection', 'chirugien', 'repris', 'travail', 'temps', 'thérapeutiques', 'ayant', 'chirurgien', ""d'avoir"", 'prothèse', 'jeune', 'fallait', 'attendre', 'chirurgien', 'arret', 'maladie', 'jusqu', 'retraite', 'maman', ""l'accord"", 'capital', 'décès', 'rentrait', 'aucune', 'cette', 'maman', ""qu'une"", 'pension', ""d'invalidité"", 'catégorie', 'touche', 'grand', 'chose', 'faire', 'frais', 'scolaire', 'droit', 'bourses', 'avons', ""d'aide"", 'subvenir', 'paiement', 'obséques', 'demandons', 'votre', 'votre', 'bienveillance', 'cette', 'épreuve', 'remercions', 'votre', 'avance']",0.0,4250.0,0.0,2,108,3
83,Funerals & Memorials,Pechbonnieu,1.0,2022-01-03,0,27,"['aidez', 'dépenses', 'liées', 'depart', 'paradis', 'petit', 'kayden', '♡Read']",0.0,2000.0,0.0,2,110,2
84,Funerals & Memorials,Ajaccio,1.0,2021-12-29,0,32,"['Salut', 'dépressif']",0.0,3.0,0.0,2,111,1
85,Funerals & Memorials,Blanquefort-sur-Briolance,1.0,2021-12-27,0,34,"['Bonjour', 'besoin', 'votre', 'solidarité', 'collecte', 'fille', 'Inaya', 'décédé', 'matin', '11h30', ""n'est"", 'fonds', ""l'enterrement"", 'faire', 'incinéré', 'souhaite', 'bonne', 'journée', '.Read']",0.0,4000.0,0.0,2,113,3
86,Funerals & Memorials,Steinbrunn-le-Bas,1.0,2021-12-25,0,36,"['aider', 'maman', 'payer', 'enterrement', 'papaRead']",0.0,4000.0,0.0,2,114,3
87,Funerals & Memorials,Isle,1.0,2021-12-20,0,41,"['Bonjour', ""m'appelle"", 'Emilie', 'collecte', 'tante', 'maman', 'cousin', 'Kevin', 'décédé', 'Maladie', 'Creutzfeldt', ""l'âge"", ""aujourd'hui"", 'reste', 'encore', 'beaucoup', 'payer', ""n'est"", 'jamais', 'préparé', 'perdre', 'enfant', 'aussi', 'jeune', 'Aidez-moi', 'récolter', 'fonds', 'tante', 'merci']",0.0,2000.0,0.0,2,115,2
88,Funerals & Memorials,Salon-de-Provence,1.0,2021-12-19,0,42,"['Bonsoir', ""m'appelle"", 'Alain', 'réside', 'appel', 'aider', 'belle', 'habite', 'Vosges', 'cette', 'période', 'difficile', 'frère', 'quitté', 'subitement', 'financierement', 'juste', 'avant', 'fêtes', 'période', 'difficile', 'passer']",0.0,2000.0,0.0,2,116,2
89,Funerals & Memorials,Saint-Antonin-du-Var,1.0,2021-12-16,0,45,"['Bonjour', 'matin', 'avons', 'perdu', 'quelqu', 'avons', 'moyens', 'financer', 'enterrement', 'tente', 'récolter', 'argent', 'voilà', 'pourquoi', 'gofundme', 'espère', 'serait', 'grande', 'bonne', 'soirée', 'tous.Read']",0.0,300.0,0.0,2,117,1
90,Funerals & Memorials,Bouguenais,1.0,2021-12-14,0,47,"['Bonjour', ""m'appelle"", 'Mecthide', 'Ludivine', 'grande', 'gazayo', 'placidie', 'décédé', 'dimanche', 'seule', 'appartement', 'police', 'retrouvé', 'Corp.', ""d'assurance"", 'pries', 'vouloir', ""M'aidez"", 'ramener', 'corps']",0.0,20.0,0.0,2,118,1
91,Funerals & Memorials,Paris,1.0,2021-12-13,0,48,"['Bonjouw', 'matieu', 'besoin', 'argent', 'triste']",0.0,500.0,0.0,2,19,1
92,Funerals & Memorials,Abbeville,1.0,2021-12-09,0,52,"['Bonjour', ""m'appelle"", 'Guillaume', 'frère', ""j'aurais"", 'besoin', ""m'aider"", 'obsèques', '5686euros', 'divisé', 'chacun', '1421,50', 'euros', 'donner', 'autant', 'essayé', ""s'arranger"", 'pompes', 'funèbres', 'veulent', ""s'arranger"", 'compte', 'votre', 'solidarité', 'votre', 'soutient', 'remercie', 'votre', 'générositéRead']",0.0,1500.0,0.0,2,119,2
93,Funerals & Memorials,Luzinay,1.0,2021-12-03,0,58,"['Bonjour', 'collecte', 'fonds', 'famille', 'proche', 'perdu', 'leurs', 'accident', 'voiture', 'corps', 'rapatrié', 'famille', 'besoin', 'financière', 'malheureusement', 'moyens', '.Anthony', 'avait', 'quitté', 'brutalement', 'jours', 'espère', 'compter', 'votre', 'générosité', 'merciRead']",0.0,2000.0,0.0,2,122,2
94,Funerals & Memorials,Poitiers,1.0,2021-11-29,0,62,"['Hello', 'tabac', 'really', 'smoke', 'before', 'smoke', 'bisous']",0.0,15.0,0.0,2,50,1
95,Funerals & Memorials,Le Puy,1.0,2021-11-28,0,63,"['Bonjour', 'frantzou', 'organise', 'cagnotte', 'mémoire', 'notre', 'copain', 'quitter', 'suite', 'infection', 'pulmonaire', 'covid', 'dessus', 'était', 'prolongé', 'comas', 'artificiel', 'succombé', 'vendredi', 'foutu', 'maladies', 'aimerais', 'famille', 'notre', 'soutiens', 'distance', 'offrant', 'bouquet', 'fleur', 'reste', 'partira', 'funérailles', 'toute', 'preuvre', 'fournie', 'mauvaise', 'langue']",0.0,300.0,0.0,2,123,1
96,Funerals & Memorials,Orléans,1.0,2021-11-20,0,71,"['Bonsoir', 'voilà', 'quelques', 'jours', 'perdu', 'novembre', 'assassiné', 'Orléans', ""n'ayant"", 'souscrit', ""d'assurance"", 'décès', 'pompes', 'funèbres', 'demandant', 'régler', 'facture', 'chèque', 'caution', 'possédant', 'chéquier', ""l'incapacité"", 'étant', 'chômage', 'depuis', 'possédais', 'compte', 'demandé', 'pompes', 'funèbres', 'prendre', 'petite', 'partie.Ayant', 'demander', 'aides', 'mairie', ""d'Orléans"", 'répondu', ""qu'il"", 'avais', ""d'aide"", ""l'impasse"", 'tourner', ""j'appelle"", 'générosité', 'enterré', 'dignement.Car', ""n'étant"", 'toujours', 'enterré', 'téléphone', 'pompes', 'funèbres', 'comprendre', 'paiement', 'pouvais', 'rester', ""qu'il"", 'abasourdis', 'Ayant', 'faible', 'revenu', 'quand', 'demander', 'échéancier', 'facture', 'demandant', 'minimum', 'leurs', 'convenir', '.Read']",0.0,3200.0,0.0,2,8,3
97,Funerals & Memorials,Argenteuil,1.0,2021-11-19,0,72,"['Bonjours', 'appelle', 'Saliha', 'perdre', 'petite', 'princesse', 'Jennah', 'aurais', 'besoin', 'payer', 'enterrement', 'avais', 'aidez']",0.0,1500.0,0.0,2,125,2
98,Funerals & Memorials,Massognes,1.0,2021-10-26,0,96,"['Bonjour', 'collecte', 'fonds', 'conjoint', 'tahitien', 'puisse', 'retourner', 'effectuer', 'deuil', 'correctement', 'billets', 'avion', 'étant', 'élevé', 'besoin', 'votre', 'dernier', 'revoirRead']",0.0,3000.0,0.0,2,126,3
99,Funerals & Memorials,Gif-sur-Yvette,100.0,2021-10-07,28,115,"['Jason', 'Tavassoli', 'passed', 'Saturday', 'instead', 'flowers', 'collecting', 'funds', 'manage', 'Rodge', 'Corso', 'obedience', 'classes', 'walks', 'other', 'necessities', 'easier', 'additional', 'funds', 'Bligny', 'Hospital', 'palliative', 'service', 'great', 'donation', 'donate', 'directly.-', 'brothers', 'sisterJason', 'Tavassoli', 'quittés', 'Samedi', 'octobre', 'Plutôt', 'fleurs', 'collectons', 'fonds', 'aider', 'gérer', 'Rodge', 'Corso', 'dressage', 'promenades', 'autres', 'besoins', 'faciliter', 'tâche', 'maman', 'fonds', 'supplémentaires', 'iront', 'service', 'soins', 'palliatifs', 'hôpital', 'Bligny', 'adorables', 'pouvez', 'aussi', 'faire', 'directement.-', 'frères', 'sœurRead']",1840.0,1500.0,65.71428571428571,2,128,2
100,Funerals & Memorials,Aubervilliers,12.0,2021-08-23,6,160,"['Bonjour', 'sollicitons', 'votre', 'générosité', 'soutenir', 'aider', 'notre', 'frère', 'Mendy', 'perdu', 'soutien', 'destiné', ""l'organisation"", 'obsèques', 'maman', 'Kinta', 'Mendy', 'Ziguinchor', 'Chacun', 'chacune', 'donner', 'hauteur', 'moyens', 'petite', 'participation', 'juste', 'participation', 'soutien', ""L'important"", ""c'est"", ""l'intention"", 'geste', 'accompagne', 'au-delà', 'gestes', 'pensons', ""d'abord"", 'accompagner', 'maman', 'Kinta', 'dernière', 'demeure', 'prières', 'puisse', 'éternellement', 'reposer', 'auprès', 'Créateur', 'Merci', ""d'avance"", 'toutes', 'votre', 'générosité']",180.0,1500.0,30.0,2,2,2
101,Funerals & Memorials,Caen,14.3,2021-10-16,4,106,"['octobre', 'notre', 'frère', 'connaissance', 'Harvey', 'GAMPACKA', 'LIKIBI', 'perdu', 'maman', 'Congo', 'Brazzaville', 'moment', 'douloureux', 'souhaitons', 'apporté', 'notre', 'modeste', 'contribution', 'Harvey']",100.0,700.0,25.0,2,129,1
102,Accidents & Emergencies,Gorbio,32.8,2022-01-21,19,9,"['Salem', 'Alaykoum', 'frères', 'cette', 'cagnotte', 'tante', 'Maroc', 'Atteinte', 'cancer', 'stade', 'avancée', 'soins', 'Maroc', 'chers', 'financer', 'opération', 'ablation', 'soins', 'suivent', 'Allah', 'récompense', 'grandement', 'BarrakAllah', 'fikoumRead']",655.0,2000.0,34.473684210526315,3,156,2
103,Accidents & Emergencies,Péronnas,100.0,2022-01-20,19,10,"['français', 'turned', 'towards', 'raging', 'northern', 'Ethiopia', 'where', 'civilians', 'famine.In', 'South', 'people', 'sites', 'military', 'conflicts', 'suffer', 'hunger', 'year.I', 'social', 'anthropologist', 'since', 'regularly', 'carried', 'research', 'among', 'small', 'community', 'about', '10,000', 'people', 'Lower', 'Valley', 'south-west', 'Ethiopia', 'friends', 'reported', 'phone', 'again', 'struggling', 'themselves', 'their', 'granaries', 'empty', 'regularly', 'skipping', 'meals.In', 'filling', 'hydro-electric', 'upper', 'course', 'river', 'natural', 'flood', 'cycles', 'river', 'meaning', 'practice', 'flood-retreat', 'cultivation', 'riverbanks', 'season', 'to.Fields', 'ripening', 'sorghum', 'riverbanks', 'February', 'Since', 'relied', 'solely', 'rain-fed', 'cultivation', 'filling', 'their', 'granaries.The', 'rainy', 'season', 'April-May', 'rains', 'erratic', 'people', 'harvested', 'little', 'grain.A', 'field', 'dried', 'maize', 'grains', 'people', 'their', 'livestock', 'However', 'given', 'hunger', 'chronic', 'years', 'price', 'grains', 'while', 'price', 'livestock', 'during', 'times', 'hunger', 'cattle', 'goats', 'afford', 'cover', 'their', 'needs', 'grains.My', 'friends', 'currently', 'cultivating', 'riverbanks', 'alongside', 'community', 'fishermen', 'Kwegu', 'hoping', 'small', 'rains', 'moisture', 'river', 'bring', 'sorghum', 'planted', 'maturity', 'although', 'never', 'reach', 'harvests', 'banks', 'inundated', 'natural', 'flood', 'sorghum', 'still', 'needs', 'months', 'ripen.The', 'Kwegu', 'worse', 'because', 'livestock', 'collect', 'honey', 'grains', 'because', 'drought', 'hardly', 'honey', 'surviving', 'digging', 'roots', 'boiled', 'entire', 'night', 'edible', 'collecting', 'leaves', 'eating', 'grains', 'their', 'relatives', 'watchmen', 'nearby', 'sugarcane', 'plantation', 'receives', 'salary', 'grains.Kwegu', 'collecting', 'honey', 'Kwegu', 'children', 'month', 'money', 'friends', 'support', 'wives', 'seven', 'children', 'including', 'newly', 'daughters', 'struggling', 'along', 'their', 'husband', 'elderly', 'mother', 'brother', 'could', 'maize', 'available', 'local', 'markets', 'which', 'estimate', 'weighs', 'between', '100kg', 'about', 'euros', 'grains', 'themselves', 'people', 'around', 'hungry', 'Their', 'Kwegu', 'neighbours', 'filled', 'grains', 'maize', 'quickly.Another', 'friend', 'reaching', 'about', 'third', 'cattle', 'disease', 'struggling', 'family', 'asking', 'generosity', 'these', 'people', 'hunger', 'during', 'remaining', 'months', 'until', 'harvest', 'Money', 'could', 'gradually', 'friends', 'maize', 'would', 'distributed', 'across', 'community', 'would', 'difference', 'people', 'suffered', 'their', 'natural', 'resources', 'recurring', 'droughts', 'years', 'regards', 'tournés', 'guerre', ""l'Éthiopie"", 'civils', 'menacés', 'famine.Dans', 'sites', 'conflits', 'militaires', 'beaucoup', ""d'entre"", 'souffrent', 'également', 'raison', 'manque', 'pluie', ""l'année"", 'dernière.Je', 'anthropologue', 'depuis', 'régulièrement', 'recherches', 'petite', 'communauté', ""d'environ"", 'personnes', 'basse', 'vallée', 'sud-ouest', ""l'Éthiopie"", ""m'ont"", 'rapporté', 'téléphone', ""qu'ils"", 'nouveau', 'nourrir', 'leurs', 'greniers', 'vides', 'sautent', 'régulièrement', 'repas.En', 'remplissage', 'barrage', 'hydroélectrique', 'cours', 'supérieur', ""l'Omo"", 'cycles', 'naturels', 'crues', 'fleuve', 'signifie', 'peuvent', 'cultiver', 'berges', 'pendant', 'saison', 'sèche', 'comme', 'faisaient', 'auparavant.Depuis', 'dépendent', 'uniquement', 'agriculture', 'pluviale', 'remplir', 'leurs', 'greniers.La', 'principale', 'saison', 'pluies', 'situe', 'avril-mai', ""L'année"", 'dernière', 'pluies', 'irrégulières', 'beaucoup', 'récolté', 'céréales.Pour', 'faire', 'manque', 'céréales', 'vendent', 'bétail', 'Cependant', 'étant', 'donné', 'chronique', 'depuis', 'années', 'céréales', 'augmente', 'alors', 'celui', 'bétail', 'diminue', 'période', 'disette', 'bétail', 'chèvres', ""qu'ils"", 'peuvent', 'permettre', 'vendre', 'couvrent', 'leurs', 'besoins', 'céréales.Mes', 'cultivent', 'actuellement', 'rives', ""l'Omo"", 'côtés', ""d'une"", 'communauté', 'pêcheurs', 'Kwegu', 'espèrent', 'petites', 'pluies', ""l'humidité"", 'rivière', 'amèneront', 'sorgho', ""qu'ils"", 'planté', 'maturité', 'récolte', 'jamais', 'équivalente', 'celles', ""qu'ils"", 'obtenaient', 'lorsque', 'berges', 'étaient', 'inondées', 'naturelle', 'sorgho', 'encore', 'besoin', 'mûrir.Les', 'Kwegu', 'encore', 'lotis', 'possèdent', 'bétail', 'récoltent', ""qu'ils"", 'peuvent', 'vendre', 'acheter', 'céréales', 'cause', 'sécheresse', 'cette', 'année', ""n'ont"", 'presque', 'survivent', 'déterrant', 'tubercules', ""qu'il"", 'faire', 'bouillir', 'entière', ""qu'ils"", 'soient', 'mangeables', 'ramassant', 'feuilles', 'sauvages', 'mangent', 'céréales', ""lorsqu'un"", 'leurs', 'proches', 'travaille', 'comme', 'gardien', 'plantation', 'canne', 'sucre', 'voisine', 'reçoit', 'salaire', 'achète', 'céréales.Le', 'dernier', 'envoyé', ""l'argent"", 'subvenir', 'besoins', 'femmes', 'enfants', 'filles', 'récemment', 'mariées', 'mêmes', 'difficultés', 'ainsi', 'frère', 'acheter', 'céréale', 'disponible', 'marchés', 'locaux', 'peser', 'entre', ""aujourd'hui"", 'vendu', 'environ', 'euros', 'gardent', 'céréales', 'autour', ""d'eux"", 'Leurs', 'voisins', 'kwegu', 'venus', 'chacun', ""qu'ils"", 'rempli', 'grains', 'rapidement', 'fini.Un', 'autre', 'également', 'contactée', ""L'année"", 'dernière', 'environ', 'tiers', 'bétail', 'morts', 'maladie', 'maintenant', 'nourrir', 'famille.Je', 'appel', 'votre', 'générosité', 'aider', 'personnes', 'nourrir', 'pendant', 'restent', 'jusqu', 'prochaine', 'récolte', ""L'argent"", 'pourrait', 'envoyé', 'progressivement', 'acheter', 'seraient', 'ensuite', 'distribués', 'communauté', 'ferait', 'réelle', 'différence', 'personnes', 'souffrent', 'depuis', 'années', 'perte', 'leurs', 'ressources', 'naturelles', 'sécheresses', 'récurrentes.Read']",1667.0,800.0,87.73684210526316,3,160,1
104,Accidents & Emergencies,Bordeaux,31.3,2022-01-12,17,18,"[""L'HistoireNous"", 'sommes', 'sœurs', 'Agathe', 'Louise', 'allons', 'courir', 'Semi-Marathon', 'Naples', 'Thaïs.Ride', 'Thaïs', 'fondation', 'créée', 'suite', ""l'accident"", 'cavalière', 'Thaïs', 'Meheust', 'septrembre', '2019.Thaïs', 'continue', ""d'être"", 'inspiration', 'avons', 'chance', 'croiser', 'chemin', 'lorsque', 'notre', 'Patrick', 'devenu', 'propriétaire', 'Vingt-Vingt', 'fusée', 'Thaïs', 'devenue', 'cavalière', 'Thaïs', 'vibrer', 'toute', 'notre', 'famille', 'pendant', 'exploits', 'permis', 'niveau', 'partageant', 'passion', 'vivre', 'contagieuse', 'Grace', 'Thaïs', 'avons', 'aussi', 'chance', 'connaitre', 'Marco', 'perdurer', 'énergie', 'rayonnement', 'fille.Nous', 'souhaitons', 'courir', 'Naples', 'soutenir', ""l'association"", 'Thaïs', 'renforcer', 'sécurité', 'parcours', 'cross', 'concours', 'complet.Merci', 'contributions', 'allons', 'courir', 'guidées', 'étoile', 'filante', 'Thaïs', 'ainsi', 'encouragements', 'Marco.The', 'story', 'sisters', 'Agathe', 'Louise', 'running', 'Napoli', 'Half-Marathon', 'organisation', 'Thaïs.Ride', 'Thaïs', 'created', 'Marco', 'following', 'accident', 'their', 'daughter', 'young', 'rider', 'Thaïs', 'Meheust', 'September', '2019.Thaïs', 'continues', 'inspiration', 'lucky', 'enough', 'cross', 'paths', 'father', 'Patrick', 'became', 'owner', 'Vingt-Vingt', 'rocket', 'Thaïs', 'became', 'rider', 'thrill', 'family', 'follow', 'achievements', 'years', 'Thaïs', 'window', 'world', 'elite', 'sport', 'shared', 'passion', 'riding', 'contagious', 'Thanks', 'Marco', 'continue', 'energy', 'radianceIn', 'Thaïs', 'memory', 'raising', 'money', 'organisation', 'Thaïs', 'which', 'strengthens', 'security', 'cross', 'courses', 'eventing.Thanks', 'contributions', 'guided', 'Thaïs', 'along', 'Marco', 'cheering', 'throughout', 'race.Read']",470.0,1500.0,27.647058823529413,3,161,2
105,Accidents & Emergencies,"La Rochelle (Charente-Maritime), France",19.0,2022-01-18,18,12,"['Bonjour', ""Aujourd'hui"", 'cette', 'cagnotte', 'depuis', 'quelques', 'jours', 'parents', 'venont', 'rompre', 'derniers', 'venger', 'déclarer', ""m'ont"", 'situation', 'financière', 'compliquée', 'transphobes', 'refuse', 'situation', 'rester', 'papiers', ""m'empêche"", 'transitionner.Pour', 'payer', 'mutuelle', 'payer', 'courses', 'santé', 'ect50', 'centimes', ""c'est"", 'énorme.Sinon', 'risque', 'devoir', 'arrêter', 'études', 'réellement', 'mettre', 'précarité', ""m'enfoncer"", 'troubles', ""psy.J'ai"", 'objectif', 'assez', 'aléatoire', 'pense', 'obtenir', ""c'est"", 'bien.Read']",190.0,1000.0,10.555555555555555,3,65,2
106,Accidents & Emergencies,Lille,47.3,2022-01-14,19,16,"['Chers', 'sommes', 'jeune', 'couple', 'palestiniens', 'arrivé', 'France', 'valise', 'remplie', ""d'espoir"", ""d'optimisme"", ""d'audace"", 'rêves', 'projets', 'avions', 'entre', 'mains', 'réussir', 'trois', 'langues', 'licence', 'littérature', 'française', ""l'université"", 'Nalouse', 'master', 'langues', 'sociétés', ""l'université"", 'Lille', 'poche', ""C'était"", 'parfait', 'parfait', 'entendu', 'nuancé', 'puisque', 'réserve', 'hauts', 'personne', 'épargné', 'travaillé', 'boulots', ""d'étudiants"", 'pouvoir', 'nourrir', 'horaires', 'rallonge', 'moments', ""s'est"", 'toujours', 'sentis', 'heureux', 'chanceux', 'chanceux', 'pouvoir', 'vivre', 'notre', 'temps', 'passait', 'sentait', 'sentons', 'effet', 'complètement', 'biculturels', 'franco-palestinien', 'arrivé', 'récemment', 'master', 'poche', 'quelle', 'fierté', 'événement', 'devait', 'marquer', 'début', ""d'une"", 'nouvelle', 'nouveau', 'travail', 'nouvelle', 'ville', 'France.Mais', 'réalité', 'rattrapé', 'passé', 'réalité', ""d'être"", 'étrangers', ""d'être"", 'merci', 'simple', 'renouvellement', 'refusé', 'nouvelle', 'tombée', 'décembre', 'avons', 'presque', ""c'est"", 'mauvaise', 'plaisanterie', 'abasourdis', 'découvrons', ""qu'une"", 'Obligation', 'Quitter', 'Territoire', 'Français', 'froidement', 'envoyée', 'préfecture', 'comprenons', 'cette', 'décision', 'master', 'fraîchement', 'obtenu', 'prêts', 'aller', ""l'avant"", 'apporter', 'quelque', 'chose', 'notre', ""d'adoption"", 'recevons', 'cette', 'obligation', 'quitter', 'France', 'sommes', 'évidemment', 'tombés', 'entendu', 'sommes', 'train', 'faire', 'recours', 'avons', 'appel', 'avocat', 'contesterons', 'cette', 'décision', 'injuste', 'stress', 'monte', 'devenu', 'incertain', ""l'optimisme"", 'toujours', 'présent', 'lâchera', 'jamais.Nous', 'sommes', 'depuis', 'cette', 'décision', 'difficulté', 'financière', 'interdit', 'travailler', 'conséquence', 'pouvoir', 'payer', 'notre', 'loyer', 'charges', 'voulons', 'tenter', 'notre', 'chance', 'méritons', 'ferons', 'réaliser', 'rêves', 'avons', 'besoin', 'pouce', 'votre', 'chers', 'importe', 'montant', 'chaque', 'centime', 'aider', 'gagner', 'recours.Par', 'avance', 'remercions', 'souhaitons', 'bonne', 'année', 'chers.Madeline', 'Mohammad.Read']",1420.0,3000.0,74.73684210526316,3,14,3
